Underestimation rate (%),Median underestimation (abs),90th / 95th (abs),Max underestimation (abs),Median / 90th / 95th (rel %),Coverage @10% margin (%),"Best coverage in [5,20]% (%)"
44.97745474205376,1.3850360396068808,21.5 / 38.3,359.9253303675115,19.8 / 69.0 / 95.0,67.76776983988788,76.98191873965737
