Feature Set,Model,MAE,RMSE,R²,Max Error,Underestimation %
Engineered,xgboost,6.932652473523003,17.155736083414663,0.9103424808121982,359.9253303675115,44.97745474205376
Engineered,random_forest,6.9420447896298425,17.162296574345106,0.9102738961937002,349.34294591992386,44.89252189075748
Engineered,linear_regression,14.42285326353168,25.855525117654864,0.7963545412963828,414.45614168869224,56.309384501672476
